Cost,Duration,NPV,LCOE
20060.7752168,6.30701550053,-9625.99474775,10.9849678992
9753.10796741,5.95840169852,59.7459899235,6.19915729361
11107.678988,5.85211471752,-1213.09522611,6.82807945413
20192.2632056,6.21152475244,-9749.54923768,11.0460172711
13589.562408,5.90824451132,-3545.23098149,7.98040846376
15394.991633,5.83192400712,-5241.72728572,8.81866236968
10829.7948211,5.74179630005,-951.977561906,6.69905889489
18718.5833567,6.20857060467,-8364.78577942,10.3617933357
8244.82667731,5.99284969471,1477.02316642,5.49886804099
7865.68667414,5.9448498458,1833.28726431,5.322834783
8901.29311168,5.90295034219,860.165488291,5.80366290367
17840.2380317,5.85613785761,-7539.4365622,9.95398095003
12617.7398915,5.94535302362,-2632.04464069,7.52919497446
12014.5399804,6.25339878426,-2065.23958092,7.24913155548
14218.8553078,6.47211600538,-4136.55467561,8.27258675794
13144.8404554,6.17644676427,-3127.34190639,7.77392575668
15603.7734289,6.20161625261,-5437.9119604,8.91559896154
9376.94992292,5.91789417578,413.208049491,6.02450854767
11734.5081586,6.2119609072,-1802.10384331,7.11911384822
10055.9281669,5.68024224443,-224.803158894,6.33975555771
13153.4257084,5.83292438506,-3135.40915705,7.77791185695
21803.3404698,6.01288185781,-11263.4200595,11.7940343026
10822.7884878,5.94350229055,-945.393964851,6.69580588105
16987.0130002,6.2702691059,-6737.69197282,9.55783182084
9860.04851408,5.8561846816,-40.7421597556,6.24880938172
9011.21893712,5.89837693496,756.872180519,5.85470104533
9469.32611263,5.9993926835,326.405497355,6.06739846037
12766.7005709,6.18825265266,-2772.01758377,7.59835685001
9094.15411538,6.00253332336,678.941004123,5.8932075324
13491.5354376,6.18857438918,-3453.11859589,7.93489491515
14619.2588786,5.9454846163,-4512.79937616,8.45849260934
8520.13374893,5.97693356882,1218.32710508,5.62669206473
9554.06065889,5.99198672689,246.783520168,6.10674038714
11960.3802355,6.02265463873,-2014.34763469,7.22398539241
14295.2522962,5.8014611695,-4208.34215236,8.3080575884
9223.22289818,6.13056253174,557.659754224,5.95313367618
13333.7386332,5.76013399332,-3304.84266694,7.86163046046
11131.7109228,5.80153050997,-1235.67716283,6.83923738982
20376.8053379,6.26858143364,-9922.95678038,11.1316994795
7883.50917049,5.79056120219,1816.54011146,5.33110970011
8944.53154016,6.33266413725,819.535906644,5.82373834116
8030.97090084,5.61159975841,1677.97567643,5.3995756193
11520.3594512,6.05178988559,-1600.87607671,7.01968541982
12645.8764818,5.87071872671,-2658.48357321,7.54225868606
9386.41353658,5.5143379464,404.315435274,6.02890246741
10697.1657121,5.70078871481,-827.350802746,6.63747970524
9672.25920866,5.75737103551,135.716633649,6.16161952316
8675.54146449,5.87427619872,1072.29611619,5.69884727456
8092.91905535,6.36844105958,1619.7652444,5.42833791126
18698.5254758,5.99437141721,-8345.93811691,10.3524805381
15505.0661117,6.07979125739,-5345.16027758,8.86976953049
8136.25092304,6.28651944876,1579.04786131,5.44845673223
21318.6820401,6.13058512557,-10808.0041266,11.5690092415
9860.49824643,5.8767061732,-41.1647569152,6.24901819073
8494.55565316,6.35944733142,1242.36191317,5.61481625238
9098.15423505,6.15948731368,675.182236882,5.89506477271
14048.7827306,5.67237120302,-3976.74364857,8.19362270875
10858.0470499,5.85076120237,-978.525155702,6.71217629699
10151.2254645,5.65274109762,-314.350570082,6.38400172967
9964.50344117,5.89074994353,-138.894662946,6.29730740613
13190.4867734,6.04851255688,-3170.23409448,7.79511916813
9600.47363761,6.42577626553,203.170928895,6.12828975621
8348.83175665,5.81524004151,1379.29336882,5.54715720281
8576.28832723,5.98766701519,1165.56068631,5.65276442134
10365.0438821,5.91947072633,-515.267975314,6.48327680576
20784.1686484,5.71771945264,-10305.7412956,11.3208367115
9798.77101765,5.92798320091,16.8380792205,6.22035847375
9896.80254591,6.00321499139,-75.2785892655,6.26587413857
11193.7386619,6.10379992021,-1293.96237764,6.86803663262
13114.6257161,6.06294288234,-3098.95021275,7.75989716845
12458.1148567,6.05866661486,-2482.05079002,7.45508167938
18726.9873258,5.98662405213,-8372.68268417,10.3656952665
10276.9301271,6.26233246841,-432.47067839,6.44236592528
8153.92426141,5.99977470516,1562.44086681,5.45666239585
8967.71905543,6.00503949814,797.747440267,5.8345042161
12818.9368664,6.15852182552,-2821.10213438,7.62260996283
12455.9962829,6.0527202355,-2480.06004312,7.45409803365
15476.053882,5.86189697787,-5317.89853845,8.85629926282
13449.6605638,5.99152447892,-3413.77029708,7.91545257089
14397.420895,6.17470325042,-4304.34627582,8.35549407929
8268.01603577,5.94943113502,1455.23296806,5.50963477171
12636.2407576,5.75761448438,-2649.42923299,7.53778485607
10911.3826596,5.89573079599,-1028.642692,6.73693981722
20576.8805447,5.77274240156,-10110.9601893,11.2245936353
8978.49515353,5.95986949608,787.62153206,5.83950751737
9633.17296778,6.06872735732,172.444555338,6.14347193054
10333.9286992,6.02433997222,-486.03016751,6.468830145
9015.97549935,6.09064558836,752.402611667,5.85690949903
8987.09351279,5.8981662814,779.541965991,5.84349970279
12466.0621928,6.50612090378,-2489.51861325,7.45877159723
12610.5011114,6.2172751212,-2625.24262186,7.52583403649
11266.978132,5.86561995638,-1362.78284904,6.90204143935
7793.9608389,5.65494865086,1900.68542797,5.28953275116
21342.6911587,6.15547673565,-10830.5646237,11.5801565837
13401.2114889,5.92898445788,-3368.24446014,7.89295785013
21854.7843889,6.16624165631,-11311.7600428,11.8179195181
15502.4305613,6.20959204383,-5342.68374655,8.86854585449
11810.2665463,5.97873694523,-1873.29125011,7.15428817879
12703.5114418,6.37415566757,-2712.64105291,7.56901837825
14707.8628081,5.60664268238,-4596.05727232,8.499631076
8175.13829596,5.99387240715,1542.50680862,5.46651199122
10694.4733762,5.53107966702,-824.820912439,6.63622966395
15947.0475647,5.91324157585,-5760.47420467,9.07497983404
11215.6382052,5.89838844617,-1314.5405835,6.87820450707
12009.0072556,6.20251455414,-2060.04068027,7.24656273245
11464.2924942,5.83596767398,-1548.19199255,6.99365374547
10261.974849,6.03761403123,-418.417746462,6.43542224668
8728.56367306,6.00061373869,1022.47307155,5.72346528385
15422.0303092,6.01700532747,-5267.1345482,8.83121632395
9424.37022088,5.80391656721,368.648916894,6.04652561122
14481.7743913,6.0554997446,-4383.61019424,8.39465908605
9044.42981536,5.88983140617,725.665123818,5.87012072948
7691.87858642,5.92832217135,1996.60841496,5.24213635052
20325.4500783,5.96407637126,-9874.70010719,11.1078554283
11766.1097085,6.07417388041,-1831.79867255,7.13378632735
11311.5049176,5.85065757697,-1404.62305313,6.92271505616
17682.2473262,5.96298846352,-7390.97843145,9.88062646782
7968.50418249,5.89446520408,1736.67338407,5.37057256013
14054.7400221,6.13328235397,-3982.34149919,8.1963886565
10511.1251788,5.97478720907,-652.535266948,6.55110179488
16542.3044439,6.32561549198,-6319.81548574,9.35135533361
13448.4122732,6.14565899197,-3412.59732372,7.91487299433
16535.2836248,5.9392325289,-6313.21827688,9.34809559406
17717.9074583,5.95831041475,-7424.48696307,9.89718333119
11979.2924367,6.10973568432,-2032.11874356,7.23276625529
14383.2975121,6.20806438828,-4291.0750456,8.34893664645
7974.24817231,5.95121248023,1731.27596534,5.37323947271
10650.2600473,6.23760126141,-783.275252184,6.61570158387
11715.7378996,6.19436193667,-1784.46611235,7.11039888856
11320.832673,6.17954773834,-1413.38800623,6.92704589741
21103.4815792,5.77019833336,-10605.7880655,11.4690924879
18933.7306089,5.87108740333,-8566.9518423,10.4616853846
11376.2908421,5.86867942771,-1465.5000346,6.9527949139
14713.0064714,5.97353349819,-4600.89058603,8.50201925927
8403.99352636,6.12373294362,1327.45985625,5.57276860217
8126.0030082,5.88171558594,1588.67745488,5.44369866444
13807.1978966,6.19427233969,-3749.73514985,8.0814557914
15517.1689187,5.84599042095,-5356.53284601,8.87538881765
8928.75016846,5.94111690046,834.365088754,5.81641111045
12283.9669757,5.91159071324,-2318.41034796,7.37422548219
7876.24456049,5.95888375083,1823.36640176,5.32773676938
9334.25552861,5.99031496359,453.326421986,6.00468570317
10407.6777987,6.110773461,-555.3295191,6.5030715707
10003.4168858,6.05530824245,-175.460214306,6.31537477013
10178.4788833,5.92563819458,-339.959618399,6.39665538811
11628.4685394,6.5543758263,-1702.46226252,7.06988005734
20736.4790159,5.71704566241,-10260.9290792,11.298694597
8518.02720107,5.93238881981,1220.30655164,5.62571400259
14546.4488788,6.50760545403,-4444.38246242,8.42468720402
18936.9518278,6.0942705274,-8569.9787048,10.4631809843
12527.6577269,6.04813497722,-2547.39770071,7.4873701689
16962.569006,6.09754511523,-6714.72283881,9.54648256752
9207.82256816,5.96663560325,572.130885307,5.94598336166
12571.1865755,6.03364564642,-2588.30017957,7.50758044733
10436.3403503,6.32894852657,-582.2626784,6.51637948415
12853.154197,5.94751910032,-2853.25491786,7.63849693899
11095.753081,6.04403612747,-1201.88888422,6.82254230097
12438.387334,5.97549612059,-2463.51355303,7.44592226579
10496.7681328,6.15785719637,-639.044472031,6.54443587318
14440.8365647,6.07303823631,-4345.14240461,8.37565180921
9362.15530654,5.91003720461,427.110013452,6.01763946369
8932.50834782,5.86014123606,830.833664032,5.8181560188
9994.97806078,6.47953247598,-167.530556733,6.31145665583
14553.2870832,6.05159413729,-4450.80807483,8.42786215624
14454.562418,6.15735693628,-4358.04009077,8.3820246706
16318.1902498,6.02760762548,-6109.22351309,9.24729996774
10559.093949,5.8954627116,-697.609779068,6.57337351203
17886.6126605,5.86829010851,-7583.01311746,9.97551251338
9050.45119482,5.95730548691,720.007052124,5.872916433
12620.1769189,6.10309234885,-2634.33462688,7.530326477
19022.3981369,6.38390846476,-8650.26949968,10.5028533798
18125.9277817,5.7663752472,-7807.88884952,10.0866256118
7887.54895145,5.95344952585,1812.74407594,5.332985355
10351.3277615,5.90613604761,-502.37943472,6.47690846328
12106.0208793,5.90105643978,-2151.20086073,7.29160578804
10455.6901336,5.83804376643,-600.444967314,6.52536351474
10173.1911062,6.24420052719,-334.990886271,6.39420029339
13283.9261622,5.99881285348,-3258.0356962,7.8385027201
9589.81142775,5.84249730217,213.189820452,6.12333933282
8777.3404798,5.92434330017,976.639276892,5.74611216926
12252.2127349,5.90305708545,-2288.57204058,7.35948210924
10013.7353313,5.96920778909,-185.156082912,6.320165585
12391.6441494,6.07074037844,-2419.59067934,7.42421958342
9101.87203196,6.16368812148,671.688758082,5.89679093164
14546.511474,5.75517342723,-4444.44128082,8.42471626672
19950.8870367,5.89304851814,-9522.73681398,10.9339472362
17366.0219098,6.26470951186,-7093.83288688,9.7338042126
16179.2447821,6.07618000639,-5978.66150095,9.18278811684
14127.8165038,5.96094765018,-4051.00881634,8.23031778837
11109.0638531,6.64927695315,-1214.39653358,6.82872244172
9870.56120082,6.30639465392,-50.6205498631,6.25369038209
15264.0296615,6.25349616911,-5118.66707512,8.75785722561
13891.2534315,5.88704362814,-3828.71908472,8.1204824558
11673.3069848,5.8792403962,-1744.59532199,7.09069837659
21416.865562,5.99152855499,-10900.2636179,11.6145954763
18876.5326268,6.20648782097,-8513.20497484,10.4351285796
12777.9364787,5.89441216154,-2782.57555847,7.60357363917
9547.6770127,6.07833363391,252.782000761,6.10377648455
10632.2898019,5.75808345157,-766.389264919,6.60735806745
14404.2159553,6.37393077782,-4310.73134737,8.35864899991
9138.7478464,5.99110585841,637.03789387,5.9139122317
13215.5033268,5.85954973041,-3193.7412416,7.8067342585
15699.2950404,6.06102558831,-5527.67015118,8.95994928156
8877.08887005,6.05940851383,882.90933552,5.79242496656
10242.1637377,5.97329124645,-399.801964255,6.4262240232
13117.2367021,5.94601590312,-3101.40366153,7.7611094393
10581.1879367,5.84293663529,-718.370697287,6.58363166629
10925.3654848,6.02079883222,-1041.78184523,6.74343198965
16730.8034701,5.83592748325,-6496.94117805,9.43887471285
14567.9692255,6.11485607019,-4464.60435101,8.43467901895
12010.2392778,5.78662903293,-2061.19836681,7.24713475566
9634.01570679,6.03408892975,171.65266409,6.14386321105
11336.0090343,6.0152256016,-1427.64868206,6.93409222411
13407.2969682,6.24741487136,-3373.96276413,7.89578331497
8841.58477334,5.80190430522,916.271246373,5.77594054982
8923.58460503,5.72120059034,839.218981189,5.81401275905
12225.0753632,6.13010396505,-2263.07203747,7.34688233101
13937.2512278,6.07001725541,-3871.94154414,8.14183905725
19806.847997,6.52966922605,-9387.38855711,10.8670704592
11434.3852455,5.98059925852,-1520.08923661,6.97976792392
22919.6902254,6.20695264941,-12312.4134004,12.312351238
10484.523888,5.78987843615,-627.538999644,6.53875091698
10011.4757263,6.20584680343,-183.032814188,6.31911645905
20413.6520414,6.27758520295,-9957.58029008,11.1488072635
12401.2365128,5.98899067417,-2428.60427496,7.42867328115
8572.11125186,5.74271692199,1169.4857324,5.65082502117
11532.6642462,5.97127663568,-1612.43844591,7.02539848923
11016.5292119,5.84599767905,-1127.44509034,6.78575896061
10141.0675251,6.08355915328,-304.805523162,6.37928543713
7975.95445936,5.93669986791,1729.67262934,5.37403169528
16835.0165596,6.02565030469,-6594.86643516,9.48726045295
9754.8580457,5.76651907463,58.1015048841,6.19996984829
16614.0771668,5.8794994167,-6387.25770805,9.38467913523
11361.0863514,5.91813068499,-1451.21292665,6.94573552685
14281.1105949,6.09222583809,-4195.05370897,8.30149165039
13677.3930138,6.19119625735,-3627.76221351,8.02118787921
8491.26772565,6.22455060527,1245.45145929,5.61328968017
9105.63643214,6.41744154502,668.151487885,5.89853872829
15754.8399736,5.81933502706,-5579.86370859,8.98573858228
10623.5593922,6.30839943382,-758.185615863,6.60330457152
8803.9246466,5.71777344366,951.659100374,5.75845509655
9711.91301813,5.98695816467,98.4553883577,6.18003063572
15413.2840866,6.1252111627,-5258.91604037,8.82715548617
8856.78789208,5.92822051809,901.985427579,5.78299929988
16299.8709339,6.35249144769,-6092.0095169,9.23879437919
13584.7845861,5.94628632014,-3540.7414357,7.97819013927
22255.6383938,6.22474201389,-11688.4279999,12.0040345043
17432.1568416,6.02527163232,-7155.97748155,9.7645104093
14324.5513827,6.05310123484,-4235.87344035,8.32166104255
9985.19956278,5.69744584396,-158.34205713,6.30691653649
10206.2480119,6.03933447057,-366.053260563,6.40954848867
21451.1182755,6.07003500891,-10932.4496495,11.6304988806
8848.53358506,6.16984075151,909.741700241,5.77916685661
11765.355593,5.79948832708,-1831.09005767,7.13343619443
12125.8604812,6.03312231727,-2169.84341446,7.30081723957
9853.46176181,5.6953935088,-34.5528277512,6.24575117775
19774.656449,6.36751015695,-9357.13932795,10.8521240461
9273.81273424,6.22668151284,510.122321733,5.97662234418
12828.0806056,5.82977528448,-2829.69417417,7.62685536607
9065.10170698,5.91836132861,706.240497674,5.87971860994
13479.256887,6.22325775231,-3441.58088762,7.92919403092
9969.40081528,6.05227314003,-143.49654761,6.29958123825
11288.4183506,5.87514331021,-1382.9294442,6.91199605113
8256.96519888,6.04762928476,1465.61703833,5.50450391028
10003.2672486,5.92514700534,-175.319605632,6.31530529413
12351.0721291,6.11388416417,-2381.46662461,7.40538214906
12092.1979212,6.01651115727,-2138.21192885,7.28518784133
10400.0152634,5.78671533445,-548.129312831,6.49951388477
12645.2272259,6.08050131975,-2657.87349107,7.54195723906
15613.545184,5.95867702035,-5447.09412391,8.92013595016
9698.23946976,5.86299842309,111.303925397,6.17368205934
10322.5637557,6.08234229484,-475.350942666,6.46355344507
12941.8137007,6.18288520435,-2936.56503509,7.67966120855
10458.7879669,5.63628864184,-603.355888884,6.52680182697
15701.1976091,5.82754844792,-5529.45792599,8.96083263699
10371.8543422,5.84301569132,-521.667517481,6.48643887644
8165.36978872,5.93884093901,1551.68592027,5.46197651055
9008.18492652,6.1305786494,759.723130142,5.85329236577
15604.3834215,5.98016708263,-5438.48514831,8.91588217878
9037.28954785,6.00382023643,732.374574001,5.86680553049
9154.98920452,6.4367023916,621.776479221,5.92145303235
11953.9141031,5.76398342075,-2008.27164478,7.22098319178
11904.7019266,5.93536863893,-1962.02874899,7.19813416587
22930.0074548,6.21379385435,-12322.1081263,12.3171414883
10480.6246253,6.02864421292,-623.875004066,6.5369405042
18477.5590586,5.82635120936,-8138.30399587,10.249886673
11825.7294004,6.16556001061,-1887.82113282,7.16146752301
11217.2987765,5.68378552139,-1316.10096206,6.87897550399
14026.1984754,5.89087871602,-3955.52204381,8.18313692517
10845.5396256,6.26193092729,-966.772383155,6.70636914759
11606.0148059,6.21100805545,-1681.3633042,7.05945487446
12242.0237085,6.31311833969,-2278.99778235,7.35475138314
8302.62192612,6.25217074484,1422.71506912,5.52570215467
9448.01154867,6.1644455095,346.43401937,6.05750218958
18828.7235868,5.90600307143,-8468.2805555,10.4129310246
12655.2098765,6.5534298785,-2667.25382542,7.54659214565
18168.1758691,5.59058389706,-7847.5878436,10.1062412377
14406.3904159,6.2342651603,-4312.77460905,8.35965859367
9801.69815127,6.04278977002,14.0875580168,6.22171753073
14461.1974891,6.60125969242,-4364.27482618,8.38510530879
15177.7814766,6.10001893703,-5037.62278662,8.71781252217
11793.6637775,5.88014870012,-1857.690231,7.14657957655
8336.85199636,6.19209725631,1390.55031469,5.54159504578
14861.8645747,5.75352256718,-4740.76714198,8.57113350908
9346.21495631,5.99721017939,442.088581915,6.01023841985
9847.75721458,5.65256901605,-29.1924717931,6.24310257822
13185.4520203,5.7108770561,-3165.50311976,7.79278155146
9814.92374844,5.73380390768,1.65994445228,6.22785812507
21853.2260622,6.18700173878,-11310.2957397,11.8171959929
17196.5215941,5.95438519698,-6934.55959323,9.65510586225
8350.49641556,6.20333687791,1377.72914927,5.54793009759
11923.1046194,6.01311222091,-1979.32109135,7.20667846596
13447.980067,6.08257705416,-3412.19119523,7.91467232263
8936.95402215,5.82945294191,826.656225247,5.82022012844
14855.7328007,5.74294463369,-4735.00533652,8.56828654978
14166.9274061,5.77506065509,-4087.75991144,8.24847683118
11449.540606,6.03923604621,-1534.33017868,6.9868045
14158.3877954,5.77673976179,-4079.7355492,8.24451192246
